Tweets,Positive,Negative
 نے ہندوستان کے اسلحہ ڈپو کی تھوڑی دیر پہلے گانڈ مار دی اب پاکستانی توپیں تھوڑی تھوڑی دیر کے بعد ان ہندوؤں کی پورا سال انتظار کر کے ایک رات میں پورے سیزن کی گانڈ مار دی ,yes,
واہ اوئے چوتیوں مودی بغیر تھوک لگائے تمہاری گانڈ مار رہا اور تم اب بھی پتہ نہی کونسی امیدیں لگائے بیٹھے ہو ب چ وہ ک… ,yes,
یہ آصف غفور کنجر کہاں چھپ گیا ہے؟ آج کل اسکی گانڈ پٹاخے نہیں مار رہی ؟ اس کی ووف ووف صرف پاکستان… ,yes,
اوئے گانڈو کے لوڑے ,yes,
لگتا ہے یوتھیوں کو ٹویٹ سمجھ نہیں آئی دھڑا دھڑ ریٹویٹ کر رہے میری ٹویٹ کو۔ اردو ترجمہ پڑھ لو بچو کھوتی کے بچو,yes,
جیو جی خوب مماثلت ڈھونڈی ھے مگر بخدا اصل مجرم پاکستانی فوج ھے۔عمران گانڈو صرف ریت کی بوری ھے گالیاں کھانے کیلئے۔لگت… ,yes,
 ابھے گانڈو یہی  پرابلم ہے میرے ملک میں جسکے پاس چار پیسے آ گئے حرام یا حلال کے وہ خود کو قانونسے بالا سمجھتا ہے,yes,
 پولیس والے گانڈو ہیں ورنہ ہڈی پسلی ایک کر کے رکھ دیتے,yes,
غلط بات شہباز شریف نے دورانیہ کا زکر نہیں کیا اور بغیرت کے بچو وہ سن سے پہلے کی بات کررہا تھا,yes,
"کھوتی کے جاہل بچو کمپین آج سے شروع نہیں کی،",yes,
 یہ بکواس اور کٹھ پتلی کا پھیلایا ہوا گند اور ٹرک کی بتی کے سوا اس میں کوئ سچائ نہیں ,yes,
کتنے کھوتی کے بچے ہیں ذرا شرم نہیں آ رہی الٹا چوروں کو ڈیفنڈ کر رہے,yes,
 طاہر اپنے نام کی ہی حیا کر لو یا مسلمان ہو اور نہ تم وکیل ہو نہ جج پھر کیوں الٹی بکواس کرتے ہو ,yes,
بھوسڑی کے لوہار کھوتا کشمیر کا نام لینا پسند نہیں کرتا تھا,yes,
ٹیپو سلطان بھی بددعاہئں دیتا ہوگا کہ کونسا غلیظ انسان میرے بارے بکواس کر رہا ہے ,yes,
نمبر مریم کو انگلش نهی آتی یہ خط قطری سوری بلورانی لکھوایا ھے نمبر ایک سچ بول دیتی اتنا جهوٹ بکواس لکھنے کی کیا ضرورت ,yes,
 ماشاللہ آپ بکواس کمال کرتے ہیں آپ۔ ,yes,
 اپنی بکواس بند کرو ,yes,
 مریم کے تلوے چاٹنے والے بکواس بند کر ,yes,
 میر صاحب صحافت کریں دلالی مت کریں ,yes,
"اس کھوتی کے بچے کودیکھو اسی لیے تو ہم پٹواری عقل سے فارغ کھوتےکہتےہیں انکو، بھئی عمران خان وزیراعظم ہے",yes,
پشتون ایک غیرت مند قوم ھے پنجابیوں کی طرح دوغلا پالیسی نہیں کرتا ضرورت کے وقت کھوتے کو باپ نہیں بناتے…,yes,
 شرابی بابا آپ اپنی بکواس بند کرو ,yes,
 یہ کیا بکواس ہے ہر چیز پر سیاست لکھ دی لعنت ,yes,
 کسی بدکردار ماں باپ کے بچے نیازی کی واشل بکواس بند کرو ,yes,
 او یار تو تے بکواس بند کر۔۔۔ ,yes,
 تو اپنی بکواس بند رکھ بےغیرت انسان ,yes,
یہ کتے کا بچہ کیا بکواس کر رہا ہے ذرا ملاحظہ فرمائیں کہ کشمیر اور پاکستان انڈیا کا حصہ ہیں ,yes,
 بکواس نہ کر کتے ,yes,
او بد بخت انسان کیوں بکواس کرتا ہے  ,yes,
" اوو ڈاکٹر صاحب، کیوں اس حرامی بلو ہر اپنا دماغ کھپاتے ہو، کرنے دو جو بکواس یہ کرتی ہے، خود ہی… ",yes,
 بکواس کرتا ہے یہ سیرس لنے کی ضرورت نہیں اس کو ,,no
 تم دونوں کی بکواس ہم روز سنتے ہیں ,,no
 اس کُتے ارشاد بھٹی سے پوچھیں کیا تجزیہ کار کو غیر جانبدار ہونا چاہئے یا نہیں۔ اس جیسے گندے اور بکاوُ صحافی سے,yes,
 حیرانی ہوتی ہے حامد میر جیسے بےغیرت صحافیوں پر۔۔۔ بکواس کرتے ہیں کہ میڈیا کو باندھا جا… ,yes,
 شیخ رشید تو بس بکواس ہی کرتا رہتا ہے ,yes,
 فضول بکواس۔ اب منہ پھاڑ پھاڑ کے جہاد کی تبلیغ کرو ناں ,yes,
کسی گشتی ماں کے بچے جو بھی ہیں لیکن یہ دیکھ ہر بندہ لڑنے کے لیے تیار ہے تو بس تیاری رکھ تیرا سر تن سے جدا ہونے والا ہے۔۔,yes,
او کسی کنجری کی اولاد قادیانی مسلمان نہیں ہے کتے کے پتر قادیانی اس دنیا کے بدترین اور غلیظ ترین کافر ہے ا…,yes,
بند کر سیاست کشمیر پے پہلے سندھ کی حالت ٹھیک کرو۔تم اور تمہارے کتے نواز لیگ بکواس کرتے رہے ,yes,
 کھسرا کھسرا ہوتا ہے ,yes,
 یہ بکواس پاکستان کیلئے بھی کر اے کفن چور صحافی۔ ,yes,
 پہنڑ چودو رسیداں کڈھو بکواس نہ کرو ,yes,
ارشادبھٹی بوٹ پالیش کر رھا ھے اور بکواس کر رھا ھے صحافت کا غلیظ ترین کردار ھے یہ شخص ,yes,
 بکواس کر رہی ہو گیراج والی کی پیداوار خان نے کہا اگر تم کہتے ہو میں حملہ کر دوں تو ٹھیک ہے,yes,
چل جھوٹے لعنتی بکواس کر رہے ہو یہ کراچی ہے اور یہ رینجر اہلکار ہے ,yes,
جیسی شکل ویسی بکواس ,yes,
 تم کتے اور کمینے انسان یہاں پر بک بک کرنے کی بجائے الیکشن میں اگر دھاندلی ہوئی ہو تو اس کےخلاف ثبوت دو,yes,
 بکواس بند کر بھڑوے سالے۔۔۔عمران خان نواز شریف نہیں جو ذاتی مفادات کی خاطر قوم سے جھوٹ بولے گا,yes,
 ہیرا منڈی سے بھاگی ھوئی وزارت کے مزے لے رھی ھے ,yes,
 کیا بکواس کر رہے ہو ,yes,
" بھڑوا ہے سالا چوتیا ،پاک فوج پہ بکواس کرتا… ",yes,
 ان سب حرام خوروں سے درخواست ہے کہ مجھے یہ سمجھا دیں کہ ارب ڈالر کس طرح سے بنتا ہے,yes,
 بکواس بند کرو تم دو ٹکے کے کنجر کیا ثبوت ہے دو ہمیں ,yes,
 بکواس بند عباسی ,yes,
 محترمہ لباس تو تم نے پنکی پیرنی کی طرح پہنا ہوا ہے۔ جیسے وہ مکارن ویسی ہی تم۔ بس اتنا ہی کافی ہے,yes,
 اگر بنا سوچے سمجھے صرف بکواس کرنے والی کو صحافی کہتے ہیں تو ایسی صحافی میری جوتی پر ,yes,
 ایک تو چوری اوپر سے سینہ زوری بےشرم قسم کے انسان شرم نہیں آتی,yes,
 اس کتی عورت کے ساتھ جو ہوا اچھا نہیں ہوا بہت کم ہوا جو اپنے ملک کی فوج کے بارے میں بکواس کرتی ہے,yes,
 بلاول بیغیرت زرداری چور ,yes,
 بھائی حرامی ہی بکواس کرتے ہیں پاک فوج کے خلاف۔حلالی نہیں ,yes,
جس کھوتے کے بچے کو اپنے جنس کا پتا نہیں وہ بھی وزیراعظم کی خلاف بکواس کرتاہے ,yes,
 شرم آنی چاہیے ان حرامیوں کو یہ بکواس کرنے سے پہلے جھوٹے سالے ,yes,
 شرم سے ڈوب مرنے کا مقام ہے بیغیرتوں کے لئے۔ ,yes,
 یہ کنجری عورتیں ہیں ان بےغیرتوں کو ننگا کر کے چوک پر کھڑا کر دو ,yes,
یہی ان بےغیرتوں کی پہچان ہے ,yes,
 بلاول ایک مطمئن بےغیرت ہے بےغیرتوں کی باتوں پر اب قوم توجہ نہیں دیتی مرادسعید بھائی آپ بھی توجہ نہ دو ,yes,
 وڈے بیغیرت بلکہ سردار ہو بیغیرتوں کے ,yes,
 جاہل صرف پیسہ کمانا ہے بیغیرتوں کو قدر سیکھانی ہو گی اس پرچم کی ,yes,
او بےغیرتوں یہ جو تم نے نیا کھسرا وکیل کیا اسکی مرحومہ ماں کی جو تصاویر… ,yes,
مسلمانوں کے ساتھ ساتھ سب بےغیرتوں کو بھی عید مبارک ,yes,
 جی بالکل انصار عباسی صاحب بھول جائیں ان سلیکٹڈ بیغیرتوں سے کسی اچھے کی امید  ,yes,
 بلکل ٹھیک ویسے میں نے طنز بھی کیا تھا اور بیغیرتوں کو شرم بھی دلا رہا تھا  ,yes,
 اور تو مراثی ابھی بھونکنے کے لئے زندہ ہے۔ کے پی کے کتنی لوگ مر گئے ۔۔ مگر تیرے جیسے بیغیرتوں کی غیرت نہیں جاگی۔ ,yes,
اچھی چیزیں بولے تو بیغیرتوں۔لوٹیروں۔منی لانڈروں۔چوروں کا ٹولہ ,yes,
 بیغیرتوں کا خون ہے بیغر ت ہی ہوگا ,yes,
 جی نہیں یہ بیغیرتوں کے سردار ہیں ,yes,
اگر بیغیرتوں کے سر پے سینگھ ھوتے تو آج بلاول بارہ سنگھا ھوتا۔ کھسرا کھسرا ہوتا ہے ,yes,
 بہت ہی بےغیرت انسان یو تم تمہارے ڈاکو نواز نیں پاکستان بیچ دیا اور تم چپ رہے یہ عمران ہے جو کشمیر… ,yes,
 بےشک یہ بےغیرتوں کا خاندان ھے,yes,
 یہ بھی بیغیرتوں کی نسل میں سے ہے کیا ,yes,
"تُم جیسے بیغیرتوں ، مادر چودوں اور دو ٹکوں کے لۓ مائیں بہنیں بیٹیاں اور بیویاں بیچن… ",yes,
 بےغیرتوں کا تخم تو خود ہے بلاول ۔ ذوالفقار علی بھٹو کے نام پر کلنک ,yes,
کنجرو بےغیرتوں تم لوگوں سے تو کسی چیز کی بھی امید نہیں ہے کشمیری اور پاکستانی تو اللہ سے امید لگائے بیٹھے ہیں ,yes,
 لعنت اے ساڈھے تے بیغیرتوں اُٹھ جاؤ کی پاکستان دے مولوی وی مر گئے نے سب چور نے ,yes,
 تیرا ابا خان تو بک گیا بیغیرتوں تم لوگ بہنوں کے سودے کرنے والے ہو کنجروں ,yes,
اس بےغیرت عورت کے بےغیرت بھائی اور بےغیرت بھتیجے کو پاکستان کے اداروں کے خلاف,yes,
 اور جس طرح سے تم بیغیرتوں نے عوام کو بے دردی سے لُوٹا ہے اس سے تم لوگوں کا حرامی پن نظر آتا ہے ,yes,
 لعنت تم بیغیرتوں پر ,yes,
" Pti میں اکثریت کم ظرفوں ، جاہلوں منافقوں بے شرموں بدتمیزوں بےغیرتوں کی ہے۔ ",yes,
بےغیرتوں عورتوں سے چوری کرواتے شرم نہیں آتی۔ اب روتے کیوں ہو۔ بھگتو اب بےغیرتوں ,yes,
" اوئے مریم کے گمشدہ کتورے ،اوہ بیغیرتوں کا اک پورا میگزین، شکل دیکھ اپنی آئینے",yes,
 بیغیرتوں کنجروں کوئی ثبوت ہے نہیں بس بکواس پر بکواس کرتے ہو ,yes,
 لعنتی شیدا کتا انڈیا سے زیادہ تم کتوں نے میڈیا کو یرغمال بنایا ہوا ہے جب کرتوت مودی جیسے ہوں تم بیغیرت ہی ہو گا,yes,
یے عورت کے نام پر بدنامی کا دھبہ ہے ,yes,
بہت ہی کوئی حرامی نسل ہیں یہ پٹواری کوئی موقع ہاتھ سے جانے نہیں دیتے ,yes,
 اس کی ماں کو رنڈی باپ کو حرامی اسکو ہیجڑا بے شرم بے حیاء بے غیرت نہ کہیں تو اور کیا کہیں؟ ,yes,
بیغرت انسان مودی حرامی اور جن… ,yes,
لگتا ہے حرامی ہندووں تم اپنے باپ ٹیپو سلطان کو بھول چکے ہو جس کے آنے سے تمہاری ماوں کے بچے گر جایا کرتے تھے,yes,
 کیونکہ اب فواد حرامی جیسے کنجر ہمارے حکمران ہیں جو کشمیر کو بیچ آئے ہیں۔ ہمیں تم جیسے بے غیرت نہیں چا ہیے,yes,
"پاکستان میں بسنے والے چوتیا ، عقل سے محروم لوگوں کے ہاتھ ٹوئیٹر لگ گیا اور یہ حرامی ہر اس ٹرینڈ پر بھی ٹوئیٹ کرتے ہ… ",yes,
 تیری ماں چودوں تیرا اماں کا یار ھندؤں کی آنکھوں میں آنکھیں ڈالنے والے برھا… ,yes,
لعنتی مردود مبشر ذیدی کا کام ہی اسلام اور اسلامی احکام شریعت پرتنقیدکرنا ہے ,yes,
 او دلے کسی گشتی کی حرامی نسل تیرا بھونکنا بند نہیں ہوگا لیکن کسی دن اس کی طرح عوام کے ہتھے آیا تو اپنی م… ,yes,
 ایسے نہیں ایسے سن زراہ غور سے حرامی ,yes,
 لعنت اس کتے کے شکل پر ,yes,
" اس کتے کے پلے کو کیوں گورنمنٹ نے اتنی ڈھیل دے رکھی ہے جب ،جس پہ جی چاہے بھونکتا رہتا ہے حرامزاده ",yes,
 اس کتے کے بچے کھسری کو گولی مار دینی چاہئے ,yes,
